店名,地址,網址,餐飲類型,來源清單,是否曾去過,距離住家(公里),人均消費預估(元),備註
阿婆早餐麵店,300台灣新竹市東區東山里東山街6號,https://www.google.com/maps/place/%E9%98%BF%E5%A9%86%E6%97%A9%E9%A4%90%E9%BA%B5%E5%BA%97/data=!4m2!3m1!1s0x346835e6a2b58643:0x938c4a93ab25e3a,中式,回訪,是,2.37,120,
俄羅斯茯苓糕,300台灣新竹市東區文華里北大路96號號旁,https://www.google.com/maps/place/%E4%BF%84%E7%BE%85%E6%96%AF%E8%8C%AF%E8%8B%93%E7%B3%95/data=!4m2!3m1!1s0x346835c6795711f1:0x7370cf1bc32c7590,其他,回訪,是,0.64,150,
樹林頭麵店,300台灣新竹市北區福林里東大路二段423號,https://www.google.com/maps/place/%E6%A8%B9%E6%9E%97%E9%A0%AD%E9%BA%B5%E5%BA%97/data=!4m2!3m1!1s0x346835b68e1f7b55:0x4d3d66f3bd0e7825,中式,回訪,是,1.33,120,
泰食屋thaicuisine（7/20，下午17:00開始，中午店休）,,https://www.google.com/maps/place/%E6%B3%B0%E9%A3%9F%E5%B1%8Bthaicuisine%EF%BC%887%2F20%EF%BC%8C%E4%B8%8B%E5%8D%8817:00%E9%96%8B%E5%A7%8B%EF%BC%8C%E4%B8%AD%E5%8D%88%E5%BA%97%E4%BC%91%EF%BC%89/data=!4m2!3m1!1s0x346835660b0dfe69:0xa8994af1baf61de5,其他,回訪,是,未知,150,
三廠炸醬麵,300台灣新竹市北區民富里延平路一段178號,https://www.google.com/maps/place/%E4%B8%89%E5%BB%A0%E7%82%B8%E9%86%AC%E9%BA%B5/data=!4m2!3m1!1s0x3468359634d3a8f3:0xefb52dfdaad6ce02,中式,回訪,是,2.18,120,
小蔡炒飯食堂,300台灣新竹市東區東門里東門街182號旁邊三角空地,https://www.google.com/maps/place/%E5%B0%8F%E8%94%A1%E7%82%92%E9%A3%AF%E9%A3%9F%E5%A0%82/data=!4m2!3m1!1s0x346835349fa8dac7:0x2738cc6978aed132,中式,回訪,是,1.45,120,好吃
饗厚牛排-桃園店,330台灣桃園市桃園區中正里正光路72號2樓,https://www.google.com/maps/place/%E9%A5%97%E5%8E%9A%E7%89%9B%E6%8E%92-%E6%A1%83%E5%9C%92%E5%BA%97/data=!4m2!3m1!1s0x34681f89123fa4d5:0x9dae3acc5ec64b4,美式,回訪,是,38.05,400,自助吧cp
全家便利商店-板橋宜居店,220台灣新北市板橋區福安里樂群路158號,https://www.google.com/maps/place/%E5%85%A8%E5%AE%B6%E4%BE%BF%E5%88%A9%E5%95%86%E5%BA%97-%E6%9D%BF%E6%A9%8B%E5%AE%9C%E5%B1%85%E5%BA%97/data=!4m2!3m1!1s0x346803c837b28261:0x9f8b8badf1f237c6,其他,回訪,是,51.7,150,Om
大眾小館,300台灣新竹市東區公園里南大路93-3號,https://www.google.com/maps/place/%E5%A4%A7%E7%9C%BE%E5%B0%8F%E9%A4%A8/data=!4m2!3m1!1s0x346835c2ab2eaa47:0x7f0192d8c2235aa2,其他,回訪,是,1.65,150,
福砌阿華什錦麵,300台灣新竹市東區復興里自由路95巷38弄24號,https://www.google.com/maps/place/%E7%A6%8F%E7%A0%8C%E9%98%BF%E8%8F%AF%E4%BB%80%E9%8C%A6%E9%BA%B5/data=!4m2!3m1!1s0x346835d05bb7b6ad:0xac90526e110d8605,中式,回訪,是,0.59,120,
傻瓜麵創意料理,300台灣新竹市北區湳中里湳中街80-1號,https://www.google.com/maps/place/%E5%82%BB%E7%93%9C%E9%BA%B5%E5%89%B5%E6%84%8F%E6%96%99%E7%90%86/data=!4m2!3m1!1s0x346835ce0efbf5ef:0x14dc96e69fcb0913,中式,回訪,是,1.11,120,
現炸脆皮肉圓,320台灣桃園市中壢區龍慈里龍和一街245號1樓,https://www.google.com/maps/place/%E7%8F%BE%E7%82%B8%E8%84%86%E7%9A%AE%E8%82%89%E5%9C%93/data=!4m2!3m1!1s0x3468226678450bad:0xa8ba31c48491a90d,中式,回訪,是,30.66,120,
鬍鬚李小吃店,300台灣新竹市北區民富里西大路531號,https://www.google.com/maps/place/%E9%AC%8D%E9%AC%9A%E6%9D%8E%E5%B0%8F%E5%90%83%E5%BA%97/data=!4m2!3m1!1s0x346835bfad60d10d:0x5188fb90d2e5d91,中式,回訪,是,1.59,120,
馥億餐坊-新竹市,300台灣新竹市東區三民里民族路67巷1弄25號,https://www.google.com/maps/place/%E9%A6%A5%E5%84%84%E9%A4%90%E5%9D%8A-%E6%96%B0%E7%AB%B9%E5%B8%82/data=!4m2!3m1!1s0x346835c371cbef0b:0xa3e090ffca7d090a,其他,回訪,是,1.08,150,
吳生ごさん鍋処小料理請訊息預約·僅接受FB、IG訊息預約,300016台灣新竹市北區文雅里城北街173號,https://www.google.com/maps/place/%E5%90%B3%E7%94%9F%E3%81%94%E3%81%95%E3%82%93%E9%8D%8B%E5%87%A6%E5%B0%8F%E6%96%99%E7%90%86%E8%AB%8B%E8%A8%8A%E6%81%AF%E9%A0%90%E7%B4%84%C2%B7%E5%83%85%E6%8E%A5%E5%8F%97FB%E3%80%81IG%E8%A8%8A%E6%81%AF%E9%A0%90%E7%B4%84/data=!4m2!3m1!1s0x346835d123092ff3:0x3782f0506d341ecc,其他,回訪,是,1.12,150,
景冬香雲緬小吃-巨城擺夷料理(不接受訂位),300台灣新竹市北區光華里國華街85號,https://www.google.com/maps/place/%E6%99%AF%E5%86%AC%E9%A6%99%E9%9B%B2%E7%B7%AC%E5%B0%8F%E5%90%83-%E5%B7%A8%E5%9F%8E%E6%93%BA%E5%A4%B7%E6%96%99%E7%90%86(%E4%B8%8D%E6%8E%A5%E5%8F%97%E8%A8%82%E4%BD%8D)/data=!4m2!3m1!1s0x346835c9318aba3f:0x2c29ee9020525373,中式,回訪,是,0.37,120,
新竹南寮漁港,300台灣新竹市北區南寮里新港四路,https://www.google.com/maps/place/%E6%96%B0%E7%AB%B9%E5%8D%97%E5%AF%AE%E6%BC%81%E6%B8%AF/data=!4m2!3m1!1s0x346834eec86dafa3:0xea221d3a6fe91878,其他,回訪,是,6.12,150,蝦媽的店，海沙蝦普通尺寸
長興釣蝦場,300台灣新竹市香山區鹽水里長興街498號,https://www.google.com/maps/place/%E9%95%B7%E8%88%88%E9%87%A3%E8%9D%A6%E5%A0%B4/data=!4m2!3m1!1s0x34684b2fbf4921c3:0xd33156ccffda7b11,其他,回訪,是,10.43,150,
三億小吃店,300台灣新竹市北區石坊里西大路393號,https://www.google.com/maps/place/%E4%B8%89%E5%84%84%E5%B0%8F%E5%90%83%E5%BA%97/data=!4m2!3m1!1s0x346835954d1390f7:0x5c76abf6ed241ab0,中式,回訪,是,1.7,120,
東門文昌雞飯(僅供外帶),300台灣新竹市東區中正里東門街114號,https://www.google.com/maps/place/%E6%9D%B1%E9%96%80%E6%96%87%E6%98%8C%E9%9B%9E%E9%A3%AF(%E5%83%85%E4%BE%9B%E5%A4%96%E5%B8%B6)/data=!4m2!3m1!1s0x346835c18dba90a9:0x795d9afc9629d6e9,中式,回訪,是,1.37,120,
龍來小館,35147台灣苗栗縣頭份市山下里建國路二段135號,https://www.google.com/maps/place/%E9%BE%8D%E4%BE%86%E5%B0%8F%E9%A4%A8/data=!4m2!3m1!1s0x34684d5463b1babd:0x83e3d0d28d1cbbc4,其他,回訪,是,15.08,150,
阿水飯店,356台灣苗栗縣後龍鎮中龍里中龍街183-2號,https://www.google.com/maps/place/%E9%98%BF%E6%B0%B4%E9%A3%AF%E5%BA%97/data=!4m2!3m1!1s0x3469ae63ef4eb69f:0xd3956a9eb629dead,其他,回訪,是,29.31,未知,
薪石窯柴燒窯烤麵包,300台灣新竹市東區千甲里水利路46巷67-3號,https://www.google.com/maps/place/%E8%96%AA%E7%9F%B3%E7%AA%AF%E6%9F%B4%E7%87%92%E7%AA%AF%E7%83%A4%E9%BA%B5%E5%8C%85/data=!4m2!3m1!1s0x34683642fc759b2d:0x20707815aac790dd,中式,回訪,是,4.29,120,
CURRY WU日式熟成濃咖哩專賣店,300台灣新竹市北區興南里興南街28號1樓,https://www.google.com/maps/place/CURRY+WU%E6%97%A5%E5%BC%8F%E7%86%9F%E6%88%90%E6%BF%83%E5%92%96%E5%93%A9%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m2!3m1!1s0x346835c08818832b:0xa5fb10d1409335b,日式,回訪,是,1.93,300,
延平大飯店,300台灣新竹市北區客雅里延平路一段236號號旁,https://www.google.com/maps/place/%E5%BB%B6%E5%B9%B3%E5%A4%A7%E9%A3%AF%E5%BA%97/data=!4m2!3m1!1s0x346835978cc04335:0x3f02af28e58b07ef,其他,回訪,是,2.34,未知,
玩點名,300台灣新竹市東區東門市場1068室,https://www.google.com/maps/place/%E7%8E%A9%E9%BB%9E%E5%90%8D/data=!4m2!3m1!1s0x346835059406cd9f:0xbe6cc81fa9d7c2ed,其他,回訪,是,1.32,150,
吾點拌食（原欣園早點）-新竹美食-早餐-豆漿-蛋餅-蔥抓餅,300台灣新竹市北區中雅里經國路二段583號,https://www.google.com/maps/place/%E5%90%BE%E9%BB%9E%E6%8B%8C%E9%A3%9F%EF%BC%88%E5%8E%9F%E6%AC%A3%E5%9C%92%E6%97%A9%E9%BB%9E%EF%BC%89-%E6%96%B0%E7%AB%B9%E7%BE%8E%E9%A3%9F-%E6%97%A9%E9%A4%90-%E8%B1%86%E6%BC%BF-%E8%9B%8B%E9%A4%85-%E8%94%A5%E6%8A%93%E9%A4%85/data=!4m2!3m1!1s0x3468359ee5ddf543:0x5dbeafbf1ea2ef55,其他,回訪,是,2.35,150,
小熊媽媽DIY,103台灣臺北市大同區重慶北路一段30號B1,https://www.google.com/maps/place/%E5%B0%8F%E7%86%8A%E5%AA%BD%E5%AA%BDDIY/data=!4m2!3m1!1s0x3442a912f207e4ab:0x2f4044544bdfe32e,其他,回訪,是,60.38,150,
橙家餐廳,302台灣新竹縣竹北市文化里文信路208號,https://www.google.com/maps/place/%E6%A9%99%E5%AE%B6%E9%A4%90%E5%BB%B3/data=!4m2!3m1!1s0x346836ebd5ff745b:0x61a7d77a87187147,其他,回訪,是,4.62,150,
公園黑乾麵,300台灣新竹市東區公園里體育街82號,https://www.google.com/maps/place/%E5%85%AC%E5%9C%92%E9%BB%91%E4%B9%BE%E9%BA%B5/data=!4m2!3m1!1s0x346835ddca1e71fb:0xc2ae6fcecb44d062,其他,回訪,是,1.65,未知,
京座燒肉 新竹店,300台灣新竹市東區體育街60號,https://www.google.com/maps/place/%E4%BA%AC%E5%BA%A7%E7%87%92%E8%82%89+%E6%96%B0%E7%AB%B9%E5%BA%97/data=!4m2!3m1!1s0x3468355be590cd1d:0x68911f14f30a43d7,其他,回訪,是,1.69,150,
蔣好的味道 台越特色小館,300台灣新竹市東區民族路126號,https://www.google.com/maps/place/%E8%94%A3%E5%A5%BD%E7%9A%84%E5%91%B3%E9%81%93+%E5%8F%B0%E8%B6%8A%E7%89%B9%E8%89%B2%E5%B0%8F%E9%A4%A8/data=!4m2!3m1!1s0x346835fb5382d56d:0x4c3e2aa90a1f62e4,其他,回訪,是,0.98,150,
新竹利利號 肉鬆/肉乾,300台灣新竹市東區中正里中正路96巷6號,https://www.google.com/maps/place/%E6%96%B0%E7%AB%B9%E5%88%A9%E5%88%A9%E8%99%9F+%E8%82%89%E9%AC%86%2F%E8%82%89%E4%B9%BE/data=!4m2!3m1!1s0x346835c178ef976b:0x1d80d39d4e7f3c1d,其他,回訪,是,1.23,150,
禾日香古早味魯肉飯,300台灣新竹市東區民族路163號,https://www.google.com/maps/place/%E7%A6%BE%E6%97%A5%E9%A6%99%E5%8F%A4%E6%97%A9%E5%91%B3%E9%AD%AF%E8%82%89%E9%A3%AF/data=!4m2!3m1!1s0x346835c7549f9ffd:0x7f40116d2a44784f,中式,回訪,是,0.94,120,
安利麵線,300台灣新竹市東區三民里自由路27巷13號,https://www.google.com/maps/place/%E5%AE%89%E5%88%A9%E9%BA%B5%E7%B7%9A/data=!4m2!3m1!1s0x346835d0ae30c5cf:0x6479b21467349518,中式,回訪,是,0.94,120,
雞腳王滷味,300台灣新竹市北區光華里湳雅街56號,https://www.google.com/maps/place/%E9%9B%9E%E8%85%B3%E7%8E%8B%E6%BB%B7%E5%91%B3/data=!4m2!3m1!1s0x346835cea7b351f5:0x235a814ddd7afc22,中式,回訪,是,0.34,120,
阿明滷肉飯,300台灣新竹市北區光華里光華街110-1號,https://www.google.com/maps/place/%E9%98%BF%E6%98%8E%E6%BB%B7%E8%82%89%E9%A3%AF/data=!4m2!3m1!1s0x346835ce9ee718c3:0xba244872de87330f,中式,回訪,是,0.32,120,
蚵仔麵線、甜不辣,320台灣桃園市中壢區中建里延平路556號,https://www.google.com/maps/place/%E8%9A%B5%E4%BB%94%E9%BA%B5%E7%B7%9A%E3%80%81%E7%94%9C%E4%B8%8D%E8%BE%A3/data=!4m2!3m1!1s0x346835ce9a245a65:0x18b76e80c58e26ed,中式,回訪,是,29.51,120,
曾記餡餅,300台灣新竹市北區文華里光華街88號,https://www.google.com/maps/place/%E6%9B%BE%E8%A8%98%E9%A4%A1%E9%A4%85/data=!4m2!3m1!1s0x346835c8ffffffff:0xc9d5b14f69126067,其他,回訪,是,0.21,150,
豪果複合式餐廳,300台灣新竹市北區金華里光華二街22號,https://www.google.com/maps/place/%E8%B1%AA%E6%9E%9C%E8%A4%87%E5%90%88%E5%BC%8F%E9%A4%90%E5%BB%B3/data=!4m2!3m1!1s0x346835cf0fcf35a5:0xde564be0cae75bf9,美式,回訪,是,0.18,400,牛排飯
源味燉品屋,300台灣新竹市北區北門里中正路217號,https://www.google.com/maps/place/%E6%BA%90%E5%91%B3%E7%87%89%E5%93%81%E5%B1%8B/data=!4m2!3m1!1s0x346835c7632b82e3:0x65b62046d8974a34,其他,回訪,是,1.04,150,
御廚雲泰美食,300台灣新竹市北區長和里民富街49號,https://www.google.com/maps/place/%E5%BE%A1%E5%BB%9A%E9%9B%B2%E6%B3%B0%E7%BE%8E%E9%A3%9F/data=!4m2!3m1!1s0x346835bf35d906f9:0xfa693890c48b92f4,其他,回訪,是,1.21,150,
北門炸粿,300台灣新竹市北區長和里城北街15號,https://www.google.com/maps/place/%E5%8C%97%E9%96%80%E7%82%B8%E7%B2%BF/data=!4m2!3m1!1s0x346835bf558c226b:0xae23a5374c62405,其他,回訪,是,1.2,150,
戽斗魯肉飯,300台灣新竹市北區新民里仁德街88號,https://www.google.com/maps/place/%E6%88%BD%E6%96%97%E9%AD%AF%E8%82%89%E9%A3%AF/data=!4m2!3m1!1s0x346835bf132ae4b1:0xdfc426723d4255c7,中式,回訪,是,2.78,120,
和味清粥,300台灣新竹市北區中興里長安街36號,https://www.google.com/maps/place/%E5%92%8C%E5%91%B3%E6%B8%85%E7%B2%A5/data=!4m2!3m1!1s0x346835c07b3dcf2d:0xec9b3ee9fb2b3d76,中式,回訪,是,1.41,120,
刀削麵,235台灣新北市中和區興南里景新街404號,https://www.google.com/maps/place/%E5%88%80%E5%89%8A%E9%BA%B5/data=!4m2!3m1!1s0x346835ebb04bb871:0x1a4b91fdc09ae708,中式,回訪,是,57.67,120,
原味鴨肉麵,300台灣新竹市東區南門里勝利路59號,https://www.google.com/maps/place/%E5%8E%9F%E5%91%B3%E9%B4%A8%E8%82%89%E9%BA%B5/data=!4m2!3m1!1s0x346835ea4d3f95bd:0x70011f60c897026f,中式,回訪,是,1.81,120,
楊家意麵,300台灣新竹市北區客雅里經國路二段498號,https://www.google.com/maps/place/%E6%A5%8A%E5%AE%B6%E6%84%8F%E9%BA%B5/data=!4m2!3m1!1s0x346835ea4db1d651:0xd4ea7ef386c9d08e,中式,回訪,是,2.2,120,
老港陳,300台灣新竹市東區關帝里南門街55號,https://www.google.com/maps/place/%E8%80%81%E6%B8%AF%E9%99%B3/data=!4m2!3m1!1s0x346835eaf1c670e1:0xb9c32be2fbcbe0df,其他,回訪,是,1.75,150,
紫米飯糰,811台灣高雄市楠梓區清豐里清平街6號,https://www.google.com/maps/place/%E7%B4%AB%E7%B1%B3%E9%A3%AF%E7%B3%B0/data=!4m2!3m1!1s0x346835c4b80b8633:0x6b7fb7c1b75d6784,中式,常用早餐,是,240.27,120,老婆推薦
早安美芝城新竹光華概念店,300台灣新竹市北區光華里光華街102-2號1樓,https://www.google.com/maps/place/%E6%97%A9%E5%AE%89%E7%BE%8E%E8%8A%9D%E5%9F%8E%E6%96%B0%E7%AB%B9%E5%85%89%E8%8F%AF%E6%A6%82%E5%BF%B5%E5%BA%97/data=!4m2!3m1!1s0x3468355f89fd2461:0xce36cb2b9fb0339a,其他,常用早餐,是,0.28,150,
挑嘴貓早午餐（最後點餐時間14:00，每週四固定公休）,300台灣新竹市北區光華里光華二街33號,https://www.google.com/maps/place/%E6%8C%91%E5%98%B4%E8%B2%93%E6%97%A9%E5%8D%88%E9%A4%90%EF%BC%88%E6%9C%80%E5%BE%8C%E9%BB%9E%E9%A4%90%E6%99%82%E9%96%9314:00%EF%BC%8C%E6%AF%8F%E9%80%B1%E5%9B%9B%E5%9B%BA%E5%AE%9A%E5%85%AC%E4%BC%91%EF%BC%89/data=!4m2!3m1!1s0x346835006d3d0941:0xc6d5c722df9250cf,其他,常用早餐,是,0.25,150,
豐色宴小籠湯包店,300台灣新竹市東區科園里民有一街1號,https://www.google.com/maps/place/%E8%B1%90%E8%89%B2%E5%AE%B4%E5%B0%8F%E7%B1%A0%E6%B9%AF%E5%8C%85%E5%BA%97/data=!4m2!3m1!1s0x3468363d4e919e79:0x6049d0819acb9440,中式,常用早餐,是,5.31,120,
阿川水素煎包,300台灣新竹市北區新民里西大路628號300,https://www.google.com/maps/place/%E9%98%BF%E5%B7%9D%E6%B0%B4%E7%B4%A0%E7%85%8E%E5%8C%85/data=!4m2!3m1!1s0x346835bee3bfe2ed:0xe489a1405a68b1bb,中式,常用早餐,是,1.54,120,
Kurashi 暮らし 《 蛋餅 · 鹹粥 ·飯糰 》,302台灣新竹縣竹北市東興里嘉興路284號,https://www.google.com/maps/place/Kurashi+%E6%9A%AE%E3%82%89%E3%81%97+%E3%80%8A+%E8%9B%8B%E9%A4%85+%C2%B7+%E9%B9%B9%E7%B2%A5+%C2%B7%E9%A3%AF%E7%B3%B0+%E3%80%8B/data=!4m2!3m1!1s0x346836fce5d16a9b:0x371cd207d505ccd3,中式,常用早餐,是,5.7,120,
小藜ㄇㄞˋ本丸,302台灣新竹縣竹北市東海里東興路一段649號,https://www.google.com/maps/place/%E5%B0%8F%E8%97%9C%E3%84%87%E3%84%9E%CB%8B%E6%9C%AC%E4%B8%B8/data=!4m2!3m1!1s0x346837681fab4ee5:0x6d5e2a1502db8750,其他,常用早餐,是,7.37,150,
熒熒商行,300台灣新竹市北區磐石里西大路709巷3號,https://www.google.com/maps/place/%E7%86%92%E7%86%92%E5%95%86%E8%A1%8C/data=!4m2!3m1!1s0x346835f26a716ea7:0x86b5cbd184a49063,其他,常用早餐,是,1.88,150,
水哥笠禾,300台灣新竹市東區三民里民主路64號,https://www.google.com/maps/place/%E6%B0%B4%E5%93%A5%E7%AC%A0%E7%A6%BE/data=!4m2!3m1!1s0x346835dac2ba3635:0x246fa0693668ec38,其他,常用早餐,是,0.95,150,
嘉味火雞肉飯,300台灣新竹市東區光鎮里南大路828號,https://www.google.com/maps/place/%E5%98%89%E5%91%B3%E7%81%AB%E9%9B%9E%E8%82%89%E9%A3%AF/data=!4m2!3m1!1s0x346835f36e1b6401:0x1f1e0e271dd3675a,中式,常用晚餐,是,3.15,120,
旭山丼飯,300台灣新竹市東區關帝里西門街5號,https://www.google.com/maps/place/%E6%97%AD%E5%B1%B1%E4%B8%BC%E9%A3%AF/data=!4m2!3m1!1s0x34683551164e0d93:0xc9175da66ec4c63,日式,常用晚餐,是,1.61,300,
（預約制））來點不一樣｜私廚料理｜一人廚房,302台灣新竹縣竹北市斗崙里福興路755巷20號,https://www.google.com/maps/place/%EF%BC%88%E9%A0%90%E7%B4%84%E5%88%B6%EF%BC%89%EF%BC%89%E4%BE%86%E9%BB%9E%E4%B8%8D%E4%B8%80%E6%A8%A3%EF%BD%9C%E7%A7%81%E5%BB%9A%E6%96%99%E7%90%86%EF%BD%9C%E4%B8%80%E4%BA%BA%E5%BB%9A%E6%88%BF/data=!4m2!3m1!1s0x34683764ef2def7b:0x535726fe8efe1a39,其他,常用晚餐,是,3.84,150,
和樂洋食巧烹,"243號, 隘口三街隘口里竹北市新竹縣台灣 302",https://www.google.com/maps/place/%E5%92%8C%E6%A8%82%E6%B4%8B%E9%A3%9F%E5%B7%A7%E7%83%B9/data=!4m2!3m1!1s0x3468373de564a457:0x816af18197262b43,其他,常用晚餐,是,7.18,150,
香聚小廚,300台灣新竹市北區南勢里延平路一段357巷83號,https://www.google.com/maps/place/%E9%A6%99%E8%81%9A%E5%B0%8F%E5%BB%9A/data=!4m2!3m1!1s0x346835c539c1ce23:0xff1153f65f6f6163,其他,常用晚餐,是,2.95,150,
探吉飯包,302台灣新竹縣竹北市文化里光明一路119號,https://www.google.com/maps/place/%E6%8E%A2%E5%90%89%E9%A3%AF%E5%8C%85/data=!4m2!3m1!1s0x34683539e8e66a1f:0xcf0718902198584,中式,常用晚餐,是,4.56,120,
福來麵食館,300台灣新竹市東區公園里東大路一段60號,https://www.google.com/maps/place/%E7%A6%8F%E4%BE%86%E9%BA%B5%E9%A3%9F%E9%A4%A8/data=!4m2!3m1!1s0x346835c61351cd81:0xe1438bb517e449ed,中式,常用晚餐,是,1.5,120,
PASTA de SHOW パスタでしょう義大利生麵廚房,300台灣新竹市東區新莊里新莊街206巷18號1樓,https://www.google.com/maps/place/PASTA+de+SHOW+%E3%83%91%E3%82%B9%E3%82%BF%E3%81%A7%E3%81%97%E3%82%87%E3%81%86%E7%BE%A9%E5%A4%A7%E5%88%A9%E7%94%9F%E9%BA%B5%E5%BB%9A%E6%88%BF/data=!4m2!3m1!1s0x3468376d28260b05:0x6b3736d7cc385f1f,義式,常用晚餐,是,5.51,350,
秋賢越南美食,300台灣新竹市東區頂竹里東南街146號,https://www.google.com/maps/place/%E7%A7%8B%E8%B3%A2%E8%B6%8A%E5%8D%97%E7%BE%8E%E9%A3%9F/data=!4m2!3m1!1s0x346835e8c663d62d:0xe30a138059218b7a,其他,常用晚餐,是,2.13,150,
家味園-新竹美食 新竹小吃 新竹雞肉飯 東區美食 東區小吃 清大美食,300台灣新竹市東區振興里興學街111號,https://www.google.com/maps/place/%E5%AE%B6%E5%91%B3%E5%9C%92-%E6%96%B0%E7%AB%B9%E7%BE%8E%E9%A3%9F+%E6%96%B0%E7%AB%B9%E5%B0%8F%E5%90%83+%E6%96%B0%E7%AB%B9%E9%9B%9E%E8%82%89%E9%A3%AF+%E6%9D%B1%E5%8D%80%E7%BE%8E%E9%A3%9F+%E6%9D%B1%E5%8D%80%E5%B0%8F%E5%90%83+%E6%B8%85%E5%A4%A7%E7%BE%8E%E9%A3%9F/data=!4m2!3m1!1s0x346835005f9cb4d3:0xd643094ff3222887,中式,常用晚餐,是,2.29,120,
極鮮香小饌,302台灣新竹縣竹北市北興里莊敬七街63號,https://www.google.com/maps/place/%E6%A5%B5%E9%AE%AE%E9%A6%99%E5%B0%8F%E9%A5%8C/data=!4m2!3m1!1s0x3468375a7e752865:0x1575da903938693,中式,常用晚餐,是,5.87,120,"ig, 炒飯、鴨血、蛤蠣湯"
久食渡食堂,300台灣新竹市東區建華里東南街283號,https://www.google.com/maps/place/%E4%B9%85%E9%A3%9F%E6%B8%A1%E9%A3%9F%E5%A0%82/data=!4m2!3m1!1s0x3468351166a0bb8b:0x56b473eab7c6672b,中式,常用晚餐,是,2.44,120,
徠食堂,300台灣新竹市北區中興里北門街117號,https://www.google.com/maps/place/%E5%BE%A0%E9%A3%9F%E5%A0%82/data=!4m2!3m1!1s0x346835c0999b0ac5:0xcf3ad07cb70d78bf,中式,常用晚餐,是,1.27,120,
The Park,"No, No. 426光復路二段軍功里東區新竹市台灣 300",https://www.google.com/maps/place/The+Park/data=!4m2!3m1!1s0x346835c3e6a1dfed:0x75f41fe42530e5de,其他,常用晚餐,是,3.09,150,
北門來呷・燒米研製所,300台灣新竹市北區中興里北門街74號,https://www.google.com/maps/place/%E5%8C%97%E9%96%80%E4%BE%86%E5%91%B7%E3%83%BB%E7%87%92%E7%B1%B3%E7%A0%94%E8%A3%BD%E6%89%80/data=!4m2!3m1!1s0x346835c06784d855:0xa9da2b3129f7aa06,其他,常用晚餐,是,1.32,150,
牛市-小火鍋,300台灣新竹市北區仁德里北大路239號,https://www.google.com/maps/place/%E7%89%9B%E5%B8%82-%E5%B0%8F%E7%81%AB%E9%8D%8B/data=!4m2!3m1!1s0x3468358a570f4419:0xca94adf5ee46e963,中式,常用晚餐,是,1.33,450,
鴨韻坊,300台灣新竹市北區舊社里湳雅街160號,https://www.google.com/maps/place/%E9%B4%A8%E9%9F%BB%E5%9D%8A/data=!4m2!3m1!1s0x346835998dd1797f:0x64539a452fcf231f,其他,常用晚餐,是,0.52,150,
三十米路,300台灣新竹市東區錦華里錦華街11號,https://www.google.com/maps/place/%E4%B8%89%E5%8D%81%E7%B1%B3%E8%B7%AF/data=!4m2!3m1!1s0x346835006cca853d:0x7300ea7bef5ef110,其他,常用晚餐,是,0.79,150,
享廚鐵板燒 Enjoy Teppanyaki,302台灣新竹縣竹北市文化里文信路285號,https://www.google.com/maps/place/%E4%BA%AB%E5%BB%9A%E9%90%B5%E6%9D%BF%E7%87%92+Enjoy+Teppanyaki/data=!4m2!3m1!1s0x34683790dc6e1557:0xccc76f960a4f28b,其他,常用晚餐,是,4.33,150,
正樽當歸鴨,710台灣臺南市永康區崑山里大仁街24號,https://www.google.com/maps/place/%E6%AD%A3%E6%A8%BD%E7%95%B6%E6%AD%B8%E9%B4%A8/data=!4m2!3m1!1s0x346e71320193e709:0x4cb417bb97a4e288,中式,常用晚餐,是,214.6,120,
莫菲雅料理廚房,300台灣新竹市北區興南里興南街26號,https://www.google.com/maps/place/%E8%8E%AB%E8%8F%B2%E9%9B%85%E6%96%99%E7%90%86%E5%BB%9A%E6%88%BF/data=!4m2!3m1!1s0x34683594dba8f66b:0xdbf02e743eca5f6c,其他,常用晚餐,是,1.94,150,
Musha Musha 熟成咖哩 武昌店,300台灣新竹市東區南門里武昌街12號,https://www.google.com/maps/place/Musha+Musha+%E7%86%9F%E6%88%90%E5%92%96%E5%93%A9+%E6%AD%A6%E6%98%8C%E5%BA%97/data=!4m2!3m1!1s0x3468350025eb6967:0xdde51dd5c5535463,東南亞式,常用晚餐,是,1.8,250,
六家一路大腸紅麵線,302台灣新竹縣竹北市東平里六家一路二段92號,https://www.google.com/maps/place/%E5%85%AD%E5%AE%B6%E4%B8%80%E8%B7%AF%E5%A4%A7%E8%85%B8%E7%B4%85%E9%BA%B5%E7%B7%9A/data=!4m2!3m1!1s0x346837ab24ed14c3:0xd3252515dc2ccd29,中式,常用晚餐,是,6.24,120,
燉鋪1號店,300台灣新竹市東區仙水里光復路一段335巷8號,https://www.google.com/maps/place/%E7%87%89%E9%8B%AA1%E8%99%9F%E5%BA%97/data=!4m2!3m1!1s0x3468373ab93d507b:0x2848c4678bff4eb6,其他,常用晚餐,是,5.8,150,
好小子擔仔麵,407台灣臺中市西屯區何成里大墩路971號,https://www.google.com/maps/place/%E5%A5%BD%E5%B0%8F%E5%AD%90%E6%93%94%E4%BB%94%E9%BA%B5/data=!4m2!3m1!1s0x34693d8fcf71d869:0xb491b43caeb0cea3,中式,常用晚餐,是,79.91,120,
